00:00:00,D1,MP30,00:00:00,"(16.3422733432138, 48.211430577992175)","(16.444240427119283, 48.20650289957757)",3,,,,,,
00:00:27,D2,MP30,00:00:00,"(16.41203016786417, 48.26124929704659)","(16.44151779444053, 48.184723458431954)",3,,,,,,
00:20:15,D3,MP30,00:00:01,"(16.348853281900926, 48.208798927222816)","(16.35537807663283, 48.22920034564528)",3,,,,,,
00:00:00,D4,MP20,00:00:02,"(16.30691539979816, 48.17045612858273)","(16.341943479155677, 48.26978430016526)",1,,,,,,
00:00:00,D5,MP20,00:00:02,"(16.41203016786417, 48.26124929704659)","(16.34870174955204, 48.21136956869426)",3,,,,,,
00:00:00,D6,MP30,00:00:03,"(16.363657750166748, 48.19455301388139)","(16.30373274030812, 48.14480186667115)",1,,,,,,
00:24:53,D7,MP20,00:00:04,"(16.34024576775175, 48.24117004834193)","(16.41592731311046, 48.148573072318314)",2,,,,,,
00:00:00,D8,MP20,00:00:05,"(16.427807502497064, 48.23742284460008)","(16.35640815, 48.20044265)",1,,,,,,
00:00:00,D9,MP30,00:00:07,"(16.35806226244813, 48.20988568331993)","(16.370817210028818, 48.18569333727253)",2,,,,,,
00:00:00,D10,MP20,00:00:07,"(16.359650030909076, 48.216888053626796)","(16.38591308680887, 48.2311979809603)",2,,,,,,
00:13:02,D11,MP20,00:00:07,"(16.339134716755876, 48.19325944851234)","(16.35190791068912, 48.19495334624682)",1,,,,,,
00:00:00,D12,MP30,00:00:08,"(16.37883090227196, 48.14363345187243)","(16.360005546013475, 48.20674529420971)",2,,,,,,
00:00:00,D13,MP20,00:00:08,"(16.413526360203182, 48.17914110644286)","(16.367592410198082, 48.20636260565262)",2,,,,,,
00:39:25,D14,MP30,00:00:10,"(16.309232547737825, 48.21903908507992)","(16.32764608747469, 48.23557574499396)",3,,,,,,
00:00:00,D15,MP30,00:00:11,"(16.352480172322107, 48.193352207130154)","(16.41466182593075, 48.217341736061286)",2,,,,,,
00:00:00,D16,MP20,00:00:11,"(16.315948, 48.224803449999996)","(16.411711877309674, 48.255138513079736)",1,,,,,,
00:00:00,D17,MP20,00:00:11,"(16.41293016786417, 48.26124929704659)","(16.3502999097978, 48.223740711416255)",1,,,,,,
00:00:00,D18,MP30,00:00:13,"(16.35806226244813, 48.20988568331993)","(16.28762300783087, 48.25071765463373)",3,,,,,,
00:00:00,D19,MP30,00:00:14,"(16.393870474501885, 48.19707396274435)","(16.359179431063442, 48.22903722281792)",3,,,,,,
00:00:00,D20,MP30,00:00:14,"(16.445758380533256, 48.24442945453824)","(16.318275231077042, 48.20966253845944)",3,,,,,,
00:00:00,D21,MP30,00:00:16,"(16.285625464056317, 48.15764515669951)","(16.347368896583973, 48.20834776154028)",3,,,,,,
00:00:00,D22,MP30,00:00:16,"(16.40566045, 48.20255675)","(16.40259595772751, 48.26789155735734)",1,,,,,,
00:00:00,D23,MP30,00:00:16,"(16.350594700000002, 48.18850795)","(16.31737070063174, 48.197057421047276)",1,,,,,,
00:00:00,D24,MP30,00:00:17,"(16.36453009973324, 48.21674395057469)","(16.402077268653198, 48.248935724577656)",2,,,,,,
00:00:00,D25,MP30,00:00:17,"(16.337099483938907, 48.184557637970165)","(16.406042298690398, 48.187864898667726)",1,,,,,,
00:11:21,D26,MP30,00:00:19,"(16.363386739364863, 48.197627760575685)","(16.3406284, 48.19052725)",3,,,,,,
00:00:00,D27,MP20,00:00:19,"(16.355208489837985, 48.22627003639391)","(16.413144289068235, 48.18814761671652)",3,,,,,,
00:00:00,D28,MP20,00:00:19,"(16.348853281900926, 48.208798927222816)","(16.367474461624163, 48.201662769554204)",2,,,,,,
00:41:28,D29,MP30,00:00:19,"(16.37883090227196, 48.14363345187243)","(16.341449558408257, 48.250919056293604)",2,,,,,,
00:00:00,D30,MP20,00:00:19,"(16.32900821734644, 48.17020278301791)","(16.30367116006066, 48.25789449079973)",2,,,,,,
00:00:00,D31,MP20,00:00:19,"(16.299428963027783, 48.16570734367446)","(16.435314127807036, 48.22558475492961)",2,,,,,,
00:00:00,D32,MP20,00:00:19,"(16.393581795118127, 48.268006659645145)","(16.375773569477616, 48.20536049750384)",1,,,,,,
00:00:00,D33,MP20,00:00:20,"(16.358817747355562, 48.23625273119687)","(16.385641915520615, 48.23595091946123)",2,,,,,,
00:00:00,D34,MP20,00:00:20,"(16.41248016786417, 48.26124929704659)","(16.3790569, 48.20610535)",3,,,,,,
00:00:00,D35,MP30,00:00:21,"(16.36750655852915, 48.21196218351627)","(16.370817210028818, 48.18569333727253)",2,,,,,,
00:00:00,D36,MP20,00:00:23,"(16.310273997176843, 48.218881181321585)","(16.397592400324164, 48.1557459901906)",2,,,,,,
00:17:08,D37,MP20,00:00:23,"(16.358203381299024, 48.2137991224289)","(16.345793210382162, 48.20792441011471)",3,,,,,,
00:11:39,D38,MP30,00:00:24,"(16.35075565, 48.22701395)","(16.341613314193093, 48.195249505311516)",3,,,,,,
00:00:00,D39,MP20,00:00:25,"(16.41248016786417, 48.26124929704659)","(16.422499165231944, 48.21171794889162)",1,,,,,,
00:00:00,D40,MP20,00:00:25,"(16.39619881678846, 48.223026140940355)","(16.37838090227196, 48.14363345187243)",2,,,,,,
00:00:00,D41,MP30,00:00:25,"(16.341799524526113, 48.208595204848685)","(16.370896003592147, 48.21006451245198)",3,,,,,,
00:00:00,D42,MP30,00:00:27,"(16.344883728933226, 48.193587951769295)","(16.281064537332718, 48.21568336146198)",2,,,,,,
00:00:00,D43,MP20,00:00:27,"(16.405995046134706, 48.203033352683654)","(16.30593258455968, 48.225185846434776)",1,,,,,,
00:00:00,D44,MP20,00:00:27,"(16.39445715629012, 48.209829888896984)","(16.364717854730742, 48.18846689017584)",2,,,,,,
00:00:00,D45,MP30,00:00:28,"(16.309232547737825, 48.21903908507992)","(16.460586321420482, 48.190800713045505)",2,,,,,,
00:00:00,D46,MP20,00:00:28,"(16.332485364000995, 48.251091144010694)","(16.349071013853877, 48.20137444482532)",1,,,,,,
00:00:00,D47,MP20,00:00:29,"(16.350766914252333, 48.223175470584266)","(16.35162045726933, 48.21122520214883)",3,,,,,,
00:00:00,D48,MP20,00:00:30,"(16.427807502497064, 48.23742284460008)","(16.347368896583973, 48.20834776154028)",3,,,,,,
00:36:54,D49,MP20,00:00:30,"(16.351752648142448, 48.20634251187884)","(16.28698751394982, 48.22539957710038)",3,,,,,,
00:00:00,D50,MP20,00:00:30,"(16.425569914075044, 48.148459405419985)","(16.364611540423528, 48.217225840336496)",2,,,,,,
00:00:00,D51,MP20,00:00:31,"(16.340562044360276, 48.2059907138633)","(16.29990132822337, 48.22171529595054)",2,,,,,,
00:07:53,D52,MP20,00:00:31,"(16.364844211152324, 48.18319919234158)","(16.37454208631934, 48.18874249285169)",3,,,,,,
00:29:05,D53,MP20,00:00:32,"(16.364844211152324, 48.18319919234158)","(16.32843093053497, 48.165276711316885)",1,,,,,,
00:00:00,D54,MP20,00:00:32,"(16.37507775, 48.22102195)","(16.359777727894937, 48.188868661762456)",3,,,,,,
00:00:00,D55,MP30,00:00:33,"(16.39317614884457, 48.15305348714484)","(16.336906032519057, 48.22877446430179)",3,,,,,,
00:00:00,D56,MP30,00:00:34,"(16.432955726804796, 48.16952331393563)","(16.43242538868859, 48.19747328899246)",3,,,,,,
00:41:03,D57,MP30,00:00:34,"(16.30930995564679, 48.25227837428879)","(16.332035364000994, 48.251091144010694)",3,,,,,,
00:00:00,D58,MP30,00:00:35,"(16.36586059332184, 48.18161858766823)","(16.343514868101483, 48.18528623061244)",2,,,,,,
